Student Name,Attendance %,Internal Marks,Final Marks,Assignment Scores,Extra Activities,Family Income,Internet Access,Study Hours,Placement Status,Average Score,Risk Category,Performance_Level
George Rodriguez,87.8,42,57,27,Debate,41443.0,Yes,1.0,Not Placed,42.0,Need Improvement,Poor
Stephanie Lee,65.2,66,80,100,Sports,46028.0,No,7.3,Placed,82.0,safe,Good
Sarah White,92.9,52,66,56,Sports,43730.0,Yes,2.4,Placed,58.0,Need Improvement,Average
Jason Torres,79.6,78,95,100,Debate,72709.0,Yes,8.3,Placed,91.0,safe,Excellent
Paul Johnson,78.1,55,51,52,Debate,58121.0,Yes,5.1,Not Placed,52.666666666666664,Need Improvement,Average
Charles Lewis,85.1,50,54,64,Sports,107577.0,Yes,4.7,Not Placed,56.0,Need Improvement,Average
George Ramirez,95.9,84,94,89,NCC,78609.0,Yes,5.3,Placed,89.0,safe,Excellent
Joshua Jones,74.9,51,53,82,Volunteer,9373.0,No,6.5,Not Placed,62.0,safe,Average
Kimberly Wilson,96.9,85,91,75,Sports,78728.0,Yes,4.0,Placed,83.66666666666667,safe,Good
Thomas Harris,74.9,89,79,100,Sports,93540.0,Yes,9.1,Placed,89.33333333333333,safe,Excellent
Edward Johnson,65.4,41,59,90,NCC,28304.0,Yes,7.1,Not Placed,63.333333333333336,safe,Average
Thomas Perez,66.1,46,49,50,Music,24017.0,Yes,4.5,Not Placed,48.333333333333336,Need Improvement,Poor
Mark King,93.4,100,100,100,NCC,64627.0,Yes,9.2,Placed,100.0,safe,Excellent
John Sanchez,82.1,85,86,100,Debate,115932.0,No,7.8,Placed,90.33333333333333,safe,Excellent
Kenneth Ramirez,81.3,58,74,66,Sports,90923.0,No,5.9,Placed,66.0,safe,Average
Karen Jones,71.5,37,39,31,NCC,77920.0,Yes,3.1,Not Placed,35.666666666666664,At risk,Poor
Stephanie Thompson,66.2,56,52,60,Debate,57837.0,No,4.8,Not Placed,56.0,Need Improvement,Average
Kevin Lopez,79.2,78,90,95,Music,48715.0,Yes,7.8,Placed,87.66666666666667,safe,Excellent
Cynthia Torres,75.3,60,81,83,Debate,41665.0,No,7.5,Placed,74.66666666666667,safe,Good
Joseph Jackson,58.1,24,36,24,Volunteer,72499.0,No,1.0,Not Placed,28.0,At risk,Poor
George Davis,84.3,65,69,82,Sports,55632.0,Yes,7.4,Placed,72.0,safe,Good
Joseph Smith,76.3,58,63,58,Sports,48520.0,Yes,4.9,Placed,59.666666666666664,Need Improvement,Average
Joshua Perez,72.7,59,63,62,Volunteer,82272.0,Yes,4.2,Placed,61.333333333333336,safe,Average
Deborah Flores,78.8,38,54,74,Sports,64626.0,Yes,4.9,Not Placed,55.333333333333336,Need Improvement,Average
William Miller,57.4,60,62,62,Sports,61974.0,Yes,5.5,Placed,61.333333333333336,safe,Average
Ryan Garcia,80.9,83,74,72,Volunteer,86815.0,Yes,6.9,Placed,76.33333333333333,safe,Good
John Torres,86.5,70,80,100,Sports,108182.0,Yes,8.6,Placed,83.33333333333333,safe,Good
Robert Thompson,72.0,85,80,100,Music,92473.0,No,8.8,Placed,88.33333333333333,safe,Excellent
Steven Sanchez,100.0,79,90,100,Debate,69319.0,Yes,6.6,Placed,89.66666666666667,safe,Excellent
Gary Clark,61.9,45,46,33,Volunteer,93970.0,Yes,2.8,Not Placed,41.333333333333336,Need Improvement,Poor
Amy Wilson,64.5,45,0,51,Sports,64702.0,Yes,4.2,Not Placed,32.0,At risk,Poor
Lisa Flores,65.3,58,67,82,Music,43147.0,Yes,6.5,Placed,69.0,safe,Average
Betty Sanchez,100.0,58,57,32,Sports,58580.0,Yes,2.7,Not Placed,49.0,Need Improvement,Poor
Laura Perez,73.4,29,47,64,Sports,85710.0,Yes,2.9,Not Placed,46.666666666666664,Need Improvement,Poor
Emily Martinez,93.9,76,86,89,Sports,8000.0,Yes,7.1,Placed,83.66666666666667,safe,Good
Steven Torres,61.2,72,83,100,Sports,9611.0,Yes,7.3,Placed,85.0,safe,Excellent
Linda Ramirez,80.0,49,65,49,Music,39129.0,No,4.0,Placed,54.333333333333336,Need Improvement,Average
Sandra Walker,79.3,75,75,100,Debate,38493.0,No,8.9,Placed,83.33333333333333,safe,Good
Jessica Wilson,72.3,25,31,26,Music,88834.0,Yes,1.6,Not Placed,27.333333333333332,At risk,Poor
Susan Brown,74.8,68,56,71,Volunteer,71924.0,Yes,6.6,Not Placed,65.0,safe,Average
Mark Johnson,71.6,65,76,95,Debate,73713.0,Yes,5.7,Placed,78.66666666666667,safe,Good
Amy Perez,83.0,82,70,99,Sports,35746.0,Yes,8.0,Placed,83.66666666666667,safe,Good
Joseph Lopez,82.9,79,68,100,Volunteer,68528.0,Yes,9.8,Placed,82.33333333333333,safe,Good
Melissa Gonzalez,64.4,45,65,73,Debate,33338.0,Yes,4.5,Placed,61.0,safe,Average
Sandra Scott,76.9,51,56,63,Sports,71756.0,No,4.8,Not Placed,56.666666666666664,Need Improvement,Average
Sandra Martin,96.3,68,76,67,Debate,37641.0,Yes,5.2,Placed,70.33333333333333,safe,Good
Brian Martinez,87.6,48,61,54,Music,76092.0,No,2.3,Placed,54.333333333333336,Need Improvement,Average
Jacob Nguyen,71.0,53,43,63,NCC,108670.0,Yes,6.1,Not Placed,53.0,Need Improvement,Average
Laura Wilson,82.1,64,69,90,Music,8000.0,No,7.4,Placed,74.33333333333333,safe,Good
Patricia Harris,91.2,75,73,81,Debate,48158.0,No,7.5,Placed,76.33333333333333,safe,Good
John Allen,54.1,29,54,56,NCC,93263.0,No,2.8,Not Placed,46.333333333333336,Need Improvement,Poor
Matthew Clark,67.3,84,80,72,Music,36349.0,Yes,6.6,Placed,78.66666666666667,safe,Good
Betty Jackson,69.2,61,64,94,NCC,39970.0,No,7.4,Placed,73.0,safe,Good
Susan Johnson,66.3,46,57,74,Music,51730.0,No,5.3,Not Placed,59.0,Need Improvement,Average
Brian Anderson,93.8,59,61,43,Music,131462.0,Yes,3.1,Placed,54.333333333333336,Need Improvement,Average
Ashley Jackson,86.8,62,67,51,Debate,16165.0,Yes,5.0,Placed,60.0,safe,Average
Donald Wright,96.1,68,66,91,NCC,53147.0,Yes,6.1,Placed,75.0,safe,Good
Nicholas Lopez,57.3,41,52,47,Music,33807.0,Yes,3.1,Not Placed,46.666666666666664,Need Improvement,Poor
Betty Lewis,84.1,63,84,90,Volunteer,62793.0,No,7.1,Placed,79.0,safe,Good
Laura Wilson,78.0,60,76,68,Sports,62650.0,Yes,4.4,Placed,68.0,safe,Average
Jason White,80.0,57,57,51,Sports,25493.0,Yes,4.2,Not Placed,55.0,Need Improvement,Average
Jennifer Harris,75.8,72,60,75,Sports,32809.0,No,4.8,Placed,69.0,safe,Average
Jacob Jones,76.9,69,74,85,Sports,24113.0,No,6.8,Placed,76.0,safe,Good
Jessica Williams,80.0,47,70,23,Volunteer,44044.0,Yes,1.8,Not Placed,46.666666666666664,Need Improvement,Poor
Steven Smith,93.7,62,77,89,Sports,95031.0,No,6.7,Placed,76.0,safe,Good
Stephanie Perez,57.3,48,59,64,Sports,69044.0,Yes,3.8,Not Placed,57.0,Need Improvement,Average
Kenneth Jones,76.7,50,58,93,NCC,61787.0,No,6.6,Not Placed,67.0,safe,Average
Mary Lewis,87.9,82,92,100,NCC,62298.0,Yes,7.5,Placed,91.33333333333333,safe,Excellent
Gary Ramirez,85.5,74,71,100,NCC,43372.0,No,9.3,Placed,81.66666666666667,safe,Good
Angela Thompson,87.0,41,51,74,Sports,64702.0,No,3.9,Not Placed,55.333333333333336,Need Improvement,Average
Carol Sanchez,81.0,64,60,46,Volunteer,44505.0,Yes,3.6,Placed,56.666666666666664,Need Improvement,Average
Linda Anderson,93.6,78,76,72,Volunteer,61041.0,No,7.0,Placed,75.33333333333333,safe,Good
Kimberly Garcia,89.1,64,73,75,Music,77371.0,No,5.0,Placed,70.66666666666667,safe,Good
Angela Sanchez,79.8,27,21,30,Sports,54314.0,Yes,1.7,Not Placed,26.0,At risk,Poor
Anthony Hill,65.1,20,32,48,Sports,57828.0,No,2.2,Not Placed,33.333333333333336,At risk,Poor
Ryan Wright,80.0,58,56,63,Debate,62103.0,Yes,6.0,Not Placed,59.0,Need Improvement,Average
John Perez,80.4,76,71,92,Sports,43941.0,Yes,9.2,Placed,79.66666666666667,safe,Good
Donald Robinson,76.7,66,48,59,Volunteer,84792.0,Yes,4.2,Not Placed,57.666666666666664,Need Improvement,Average
Linda Flores,87.6,40,55,58,Sports,52545.0,No,3.1,Not Placed,51.0,Need Improvement,Average
Matthew Torres,79.4,90,80,78,Volunteer,79073.0,Yes,7.0,Placed,82.66666666666667,safe,Good
Donna Smith,92.0,52,64,67,Sports,49714.0,Yes,4.2,Placed,61.0,safe,Average
Elizabeth Walker,80.0,80,69,98,NCC,60861.0,No,6.7,Placed,82.33333333333333,safe,Good
Laura Scott,69.4,65,60,56,Sports,56641.0,Yes,6.8,Placed,60.333333333333336,safe,Average
Thomas Hill,98.7,65,88,88,Debate,32708.0,Yes,6.3,Placed,80.33333333333333,safe,Good
Angela Harris,76.0,61,51,96,Sports,11033.0,Yes,5.9,Not Placed,69.33333333333333,safe,Average
Susan Perez,61.5,71,81,100,Sports,75010.0,Yes,10.0,Placed,84.0,safe,Good
Angela White,85.2,69,66,77,Debate,44539.0,Yes,7.0,Placed,70.66666666666667,safe,Good
Kenneth Nguyen,93.3,62,88,93,Music,64702.0,Yes,6.7,Placed,81.0,safe,Good
Deborah Hill,71.3,51,51,66,Music,39130.0,No,3.7,Not Placed,56.0,Need Improvement,Average
Emma Smith,71.4,35,43,59,Music,67419.0,No,3.3,Not Placed,45.666666666666664,Need Improvement,Poor
Melissa Harris,74.3,69,81,72,Sports,37892.0,Yes,5.1,Placed,74.0,safe,Good
Edward Nguyen,62.6,38,45,70,Sports,88565.0,Yes,5.1,Not Placed,51.0,Need Improvement,Average
Brian Wilson,72.4,35,57,59,Sports,31745.0,Yes,3.7,Not Placed,50.333333333333336,Need Improvement,Average
Mary Scott,60.7,59,75,62,Sports,27318.0,Yes,5.1,Placed,65.33333333333333,safe,Average
Stephanie White,59.4,71,66,84,Sports,56665.0,Yes,7.5,Placed,73.66666666666667,safe,Good
Emily Wright,90.2,61,67,78,Music,84022.0,No,4.3,Placed,68.66666666666667,safe,Average
Elizabeth Moore,91.9,82,75,75,Sports,60518.0,Yes,5.6,Placed,77.33333333333333,safe,Good
Sharon Harris,87.7,80,94,83,Sports,105285.0,Yes,6.2,Placed,85.66666666666667,safe,Excellent
Nicholas Jackson,62.2,74,68,77,Sports,21821.0,Yes,6.1,Placed,73.0,safe,Good
Sandra Rodriguez,80.0,55,64,90,Music,67565.0,No,6.4,Placed,69.66666666666667,safe,Average
Edward Johnson,82.8,32,58,37,Debate,74456.0,No,3.4,Not Placed,42.333333333333336,Need Improvement,Poor
Brian Gonzalez,78.0,57,67,85,Volunteer,89795.0,Yes,5.0,Placed,69.66666666666667,safe,Average
Kenneth Nguyen,84.7,77,86,90,NCC,80448.0,Yes,5.6,Placed,84.33333333333333,safe,Good
Gary White,86.3,54,60,82,Sports,52860.0,Yes,4.3,Placed,65.33333333333333,safe,Average
Amanda Smith,65.4,63,53,52,NCC,106601.0,Yes,4.6,Not Placed,56.0,Need Improvement,Average
Nicholas Wright,80.6,50,60,48,Sports,64029.0,No,3.1,Placed,52.666666666666664,Need Improvement,Average
Kevin Allen,70.6,71,68,82,NCC,109250.0,Yes,5.9,Placed,73.66666666666667,safe,Good
Anthony Smith,52.3,56,54,70,Volunteer,41472.0,Yes,4.5,Not Placed,60.0,safe,Average
Jason Lee,78.5,45,70,76,Debate,92694.0,Yes,5.4,Placed,63.666666666666664,safe,Average
Kimberly Taylor,73.2,85,76,79,Sports,41742.0,Yes,7.8,Placed,80.0,safe,Good
Kenneth Walker,74.7,81,83,87,Sports,102222.0,Yes,6.7,Placed,83.66666666666667,safe,Good
Emma Lee,84.5,73,74,72,NCC,65951.0,Yes,5.4,Placed,73.0,safe,Good
Brian Brown,86.7,46,41,59,Volunteer,64117.0,No,4.7,Not Placed,48.666666666666664,Need Improvement,Poor
Anthony White,93.9,86,98,100,Debate,87805.0,Yes,10.0,Placed,94.66666666666667,safe,Excellent
Andrew Torres,97.9,70,79,69,Sports,119527.0,Yes,4.5,Placed,72.66666666666667,safe,Good
Kimberly Allen,63.7,34,50,57,Music,80000.0,Yes,2.4,Not Placed,47.0,Need Improvement,Poor
Karen Smith,88.3,52,55,72,Music,60575.0,Yes,5.1,Not Placed,59.666666666666664,Need Improvement,Average
Donna Clark,84.1,59,76,85,Volunteer,100341.0,Yes,4.5,Placed,73.33333333333333,safe,Good
Deborah Taylor,57.7,27,42,45,Sports,37311.0,Yes,2.8,Not Placed,38.0,At risk,Poor
Kimberly Brown,77.3,65,65,71,Debate,74341.0,No,5.8,Placed,67.0,safe,Average
Richard Robinson,86.2,71,75,100,Sports,36905.0,No,7.1,Placed,82.0,safe,Good
Matthew Lewis,80.0,69,66,79,Sports,114254.0,Yes,5.5,Placed,71.33333333333333,safe,Good
Jessica Anderson,79.9,100,100,100,Sports,63977.0,Yes,10.0,Placed,100.0,safe,Excellent
Jacob Davis,92.4,69,73,67,NCC,25487.0,Yes,5.1,Placed,69.66666666666667,safe,Average
Emily Brown,100.0,63,70,89,NCC,57137.0,Yes,6.5,Placed,74.0,safe,Good
Betty Miller,81.0,58,65,65,Debate,111353.0,Yes,5.1,Placed,62.666666666666664,safe,Average
Lisa Lee,86.0,58,62,44,Sports,84970.0,Yes,4.2,Placed,54.666666666666664,Need Improvement,Average
Amy Smith,69.5,64,71,96,Sports,110958.0,Yes,7.5,Placed,77.0,safe,Good
Joseph Allen,80.0,84,86,100,Music,83774.0,Yes,9.6,Placed,90.0,safe,Excellent
Daniel White,85.0,55,73,75,NCC,19346.0,No,5.8,Placed,67.66666666666667,safe,Average
David Sanchez,86.1,63,82,80,NCC,100532.0,Yes,5.6,Placed,75.0,safe,Good
Charles Martinez,86.5,57,0,95,NCC,49101.0,Yes,7.6,Placed,50.666666666666664,Need Improvement,Average
Kevin Gonzalez,69.7,34,56,53,Sports,50349.0,Yes,2.8,Not Placed,47.666666666666664,Need Improvement,Poor
Jason Harris,100.0,76,79,86,Volunteer,73066.0,Yes,7.5,Placed,80.33333333333333,safe,Good
George Hill,98.5,69,82,86,Volunteer,59558.0,Yes,5.8,Placed,79.0,safe,Good
Andrew Gonzalez,84.5,69,57,73,Volunteer,96058.0,Yes,3.7,Not Placed,66.33333333333333,safe,Average
Joshua Wright,63.2,62,80,100,Music,66334.0,Yes,7.2,Placed,80.66666666666667,safe,Good
Daniel Flores,80.9,58,71,91,NCC,67241.0,Yes,5.8,Placed,73.33333333333333,safe,Good
Mark Thomas,80.0,83,69,81,NCC,35253.0,No,6.5,Placed,77.66666666666667,safe,Good
Edward Wilson,87.8,80,81,91,Sports,124645.0,Yes,5.6,Placed,84.0,safe,Good
Cynthia Thomas,75.8,62,66,75,Music,8000.0,No,6.2,Placed,67.66666666666667,safe,Average
Jason Torres,61.8,54,52,63,Debate,110216.0,Yes,5.0,Not Placed,56.333333333333336,Need Improvement,Average
Steven Flores,67.0,48,49,68,Sports,80291.0,Yes,5.4,Not Placed,55.0,Need Improvement,Average
Laura Brown,90.1,48,63,48,Debate,46532.0,Yes,2.2,Placed,53.0,Need Improvement,Average
Cynthia Torres,73.4,71,70,100,Volunteer,74732.0,Yes,8.3,Placed,80.33333333333333,safe,Good
Angela Scott,79.8,51,56,71,Music,57174.0,No,4.7,Not Placed,59.333333333333336,Need Improvement,Average
Ronald Clark,81.7,39,27,37,NCC,59973.0,No,3.0,Not Placed,34.333333333333336,At risk,Poor
Jessica Wright,96.2,57,69,73,Volunteer,37690.0,Yes,5.4,Placed,66.33333333333333,safe,Average
Carol Lee,66.9,46,67,54,NCC,80407.0,No,3.8,Placed,55.666666666666664,Need Improvement,Average
Jennifer Wright,80.0,51,44,44,Sports,58208.0,Yes,2.3,Not Placed,46.333333333333336,Need Improvement,Poor
Joseph Walker,95.4,70,82,75,Volunteer,91492.0,Yes,5.5,Placed,75.66666666666667,safe,Good
Deborah Lopez,92.7,81,72,44,Music,81851.0,Yes,4.1,Placed,65.66666666666667,safe,Average
James Ramirez,70.4,50,57,56,Sports,72681.0,No,5.0,Not Placed,54.333333333333336,Need Improvement,Average
Carol Jones,92.1,49,60,45,Sports,39700.0,Yes,2.9,Placed,51.333333333333336,Need Improvement,Average
Lisa Thomas,100.0,74,100,100,Music,78005.0,Yes,7.5,Placed,91.33333333333333,safe,Excellent
Joseph Flores,61.4,58,60,66,NCC,67782.0,Yes,3.2,Placed,61.333333333333336,safe,Average
James Harris,83.5,74,77,65,NCC,91275.0,No,6.4,Placed,72.0,safe,Good
Charles Sanchez,79.2,64,62,90,Music,49127.0,Yes,6.2,Placed,72.0,safe,Good
Emma Young,69.0,54,70,63,Sports,64702.0,Yes,4.3,Placed,62.333333333333336,safe,Average
James Allen,83.5,59,53,58,NCC,75849.0,Yes,5.7,Not Placed,56.666666666666664,Need Improvement,Average
Stephanie Torres,66.8,78,68,71,Music,10635.0,Yes,5.4,Placed,72.33333333333333,safe,Good
Matthew Smith,75.3,52,74,74,NCC,14630.0,No,4.2,Placed,66.66666666666667,safe,Average
Nancy Taylor,80.4,39,34,14,Sports,37626.0,No,1.0,Not Placed,29.0,At risk,Poor
Carol Garcia,73.5,66,69,80,NCC,120621.0,Yes,5.6,Placed,71.66666666666667,safe,Good
John Young,74.6,45,65,80,NCC,63875.0,No,5.1,Placed,63.333333333333336,safe,Average
Joseph Moore,89.8,65,0,94,Music,47206.0,No,7.7,Placed,53.0,Need Improvement,Average
Betty Wilson,87.3,55,64,66,Volunteer,33492.0,Yes,5.5,Placed,61.666666666666664,safe,Average
Emma Thompson,69.7,69,90,100,Sports,54009.0,Yes,7.4,Placed,86.33333333333333,safe,Excellent
Andrew Harris,85.8,56,63,78,Volunteer,40066.0,Yes,5.1,Placed,65.66666666666667,safe,Average
Joseph Young,69.8,69,73,75,Sports,60519.0,Yes,6.2,Placed,72.33333333333333,safe,Good
Richard Robinson,85.8,44,78,74,Debate,64830.0,No,6.1,Placed,65.33333333333333,safe,Average
Angela Clark,72.5,40,63,60,Sports,48763.0,No,3.2,Placed,54.333333333333336,Need Improvement,Average
Paul Hill,66.5,50,72,91,Sports,75725.0,No,6.7,Placed,71.0,safe,Good
Edward Gonzalez,72.0,75,72,100,Sports,49051.0,Yes,8.4,Placed,82.33333333333333,safe,Good
Kenneth Jackson,100.0,76,90,71,Debate,83231.0,No,5.3,Placed,79.0,safe,Good
Stephanie Wilson,81.6,44,66,70,Sports,61481.0,No,5.1,Placed,60.0,safe,Average
Angela Harris,72.5,58,80,85,Volunteer,29758.0,Yes,5.7,Placed,74.33333333333333,safe,Good
Nicholas Hernandez,68.6,61,54,53,Music,66876.0,No,3.8,Not Placed,56.0,Need Improvement,Average
Rebecca Gonzalez,80.0,57,66,94,Sports,54291.0,No,8.6,Placed,72.33333333333333,safe,Good
Donald Rodriguez,81.2,81,74,100,Music,18924.0,Yes,7.0,Placed,85.0,safe,Excellent
Kenneth King,88.8,31,43,55,Sports,44911.0,Yes,1.6,Not Placed,43.0,Need Improvement,Poor
Brian Miller,68.2,73,90,87,Sports,81989.0,No,6.5,Placed,83.33333333333333,safe,Good
Ryan Davis,59.2,33,33,40,Sports,83229.0,No,1.5,Not Placed,35.333333333333336,At risk,Poor
Amy Hernandez,71.6,42,64,62,Music,78348.0,No,4.6,Placed,56.0,Need Improvement,Average
Ryan Hernandez,77.5,51,54,71,Volunteer,56103.0,No,4.2,Not Placed,58.666666666666664,Need Improvement,Average
Angela Wilson,100.0,37,32,33,Music,64702.0,Yes,1.0,Not Placed,34.0,At risk,Poor
Richard Thompson,78.3,55,70,85,Debate,73019.0,No,7.6,Placed,70.0,safe,Good
Charles Sanchez,73.5,65,79,98,Debate,36191.0,Yes,7.2,Placed,80.66666666666667,safe,Good
John Nguyen,78.0,65,48,67,Music,57287.0,No,5.4,Not Placed,60.0,safe,Average
Daniel Robinson,80.6,88,93,100,Sports,41977.0,Yes,9.0,Placed,93.66666666666667,safe,Excellent
Jennifer Gonzalez,89.7,52,90,90,Debate,40551.0,Yes,5.5,Placed,77.33333333333333,safe,Good
Jason Thomas,70.3,36,64,71,Sports,12059.0,Yes,4.3,Placed,57.0,Need Improvement,Average
Carol Martin,80.0,80,92,73,Sports,59912.0,Yes,6.1,Placed,81.66666666666667,safe,Good
Sharon Ramirez,83.5,46,48,55,Sports,8000.0,Yes,5.8,Not Placed,49.666666666666664,Need Improvement,Poor
Jason Nguyen,77.9,58,73,75,Volunteer,90968.0,No,5.7,Placed,68.66666666666667,safe,Average
Brian Wright,80.0,38,54,69,Music,88670.0,No,3.6,Not Placed,53.666666666666664,Need Improvement,Average
Ronald Walker,71.6,66,53,64,Sports,97182.0,Yes,5.9,Not Placed,61.0,safe,Average
Brian Taylor,59.0,61,77,88,Volunteer,79621.0,No,7.3,Placed,75.33333333333333,safe,Good
Linda Miller,60.2,69,83,94,Sports,8331.0,Yes,8.2,Placed,82.0,safe,Good
Steven Allen,72.8,40,47,42,Music,74524.0,No,2.5,Not Placed,43.0,Need Improvement,Poor
David Wright,86.1,71,68,74,Sports,46334.0,Yes,6.7,Placed,71.0,safe,Good
Sarah Allen,68.5,79,75,100,Volunteer,61469.0,Yes,9.3,Placed,84.66666666666667,safe,Good
Mark Jones,83.7,61,70,61,Debate,64402.0,Yes,3.6,Placed,64.0,safe,Average
Angela Gonzalez,62.7,48,57,50,NCC,96599.0,Yes,3.9,Not Placed,51.666666666666664,Need Improvement,Average
Linda Johnson,86.8,62,90,65,Sports,67838.0,Yes,3.9,Placed,72.33333333333333,safe,Good
Melissa Gonzalez,78.3,54,74,53,Volunteer,125050.0,Yes,3.1,Placed,60.333333333333336,safe,Average
Thomas Torres,84.0,71,61,68,Sports,42858.0,No,6.3,Placed,66.66666666666667,safe,Average
Kimberly Ramirez,72.9,60,66,77,Sports,71057.0,Yes,5.7,Placed,67.66666666666667,safe,Average
Melissa Hernandez,74.0,57,69,77,Sports,45227.0,Yes,5.1,Placed,67.66666666666667,safe,Average
Karen Hernandez,77.8,49,50,57,Volunteer,61505.0,Yes,3.6,Not Placed,52.0,Need Improvement,Average
Emily Williams,73.7,51,54,52,Music,31927.0,Yes,2.7,Not Placed,52.333333333333336,Need Improvement,Average
Nicholas Martin,86.2,61,76,70,Debate,28828.0,Yes,5.0,Placed,69.0,safe,Average
David Nguyen,74.4,27,35,64,Sports,80405.0,No,3.8,Not Placed,42.0,Need Improvement,Poor
Nicholas Brown,61.7,88,80,87,Sports,76851.0,No,7.9,Placed,85.0,safe,Excellent
Rebecca Torres,78.8,52,65,92,Sports,73137.0,Yes,7.5,Placed,69.66666666666667,safe,Average
Deborah Ramirez,81.3,44,48,76,Sports,13252.0,Yes,5.0,Not Placed,56.0,Need Improvement,Average
Sharon Hill,85.5,58,60,77,Volunteer,95042.0,Yes,4.8,Placed,65.0,safe,Average
Betty Lopez,82.7,35,38,47,Sports,51850.0,No,2.8,Not Placed,40.0,Need Improvement,Poor
Charles Davis,83.4,63,69,86,Sports,30656.0,Yes,6.2,Placed,72.66666666666667,safe,Good
Jennifer Clark,79.3,53,56,54,Music,49151.0,Yes,4.6,Not Placed,54.333333333333336,Need Improvement,Average
Steven Ramirez,67.8,29,45,61,Debate,113847.0,Yes,2.4,Not Placed,45.0,Need Improvement,Poor
Jessica Ramirez,83.6,83,86,87,Volunteer,46285.0,Yes,6.9,Placed,85.33333333333333,safe,Excellent
Ronald Rodriguez,92.7,58,80,97,Music,44252.0,No,5.9,Placed,78.33333333333333,safe,Good
Emma Flores,84.2,69,65,78,Sports,52356.0,No,6.0,Placed,70.66666666666667,safe,Good
Cynthia Lewis,73.4,50,63,23,Volunteer,16310.0,Yes,2.2,Placed,45.333333333333336,Need Improvement,Poor
Joseph Torres,93.8,55,82,79,Sports,8000.0,No,5.3,Placed,72.0,safe,Good
David Jones,62.0,42,55,59,NCC,111358.0,No,3.5,Not Placed,52.0,Need Improvement,Average
Melissa Jackson,96.1,81,85,91,Sports,72577.0,No,9.6,Placed,85.66666666666667,safe,Excellent
Jacob Young,83.8,81,87,82,Sports,39011.0,Yes,6.5,Placed,83.33333333333333,safe,Good
Jennifer Young,75.6,50,66,70,Debate,41085.0,Yes,5.7,Placed,62.0,safe,Average
Sarah Anderson,88.7,66,75,74,Sports,75872.0,No,5.4,Placed,71.66666666666667,safe,Good
Donna Harris,80.6,48,81,83,Volunteer,64702.0,Yes,4.0,Placed,70.66666666666667,safe,Good
Sharon Torres,100.0,70,69,61,Sports,76206.0,Yes,4.9,Placed,66.66666666666667,safe,Average
Emma Robinson,74.0,74,60,100,Debate,66406.0,Yes,8.5,Placed,78.0,safe,Good
Daniel Rodriguez,88.7,65,77,61,Sports,85774.0,Yes,5.4,Placed,67.66666666666667,safe,Average
Laura Hill,78.2,65,77,92,Music,66033.0,No,5.3,Placed,78.0,safe,Good
William Anderson,77.9,60,64,54,NCC,8051.0,Yes,4.9,Placed,59.333333333333336,Need Improvement,Average
Steven Jones,92.1,69,74,80,Debate,47958.0,Yes,7.0,Placed,74.33333333333333,safe,Good
Thomas White,86.3,58,90,92,NCC,110772.0,No,7.2,Placed,80.0,safe,Good
Kenneth King,92.0,72,78,92,Sports,62018.0,No,7.1,Placed,80.66666666666667,safe,Good
Ashley Hill,88.3,51,67,88,NCC,78490.0,No,6.2,Placed,68.66666666666667,safe,Average
Lisa Thompson,80.0,48,55,71,Volunteer,68351.0,Yes,4.5,Not Placed,58.0,Need Improvement,Average
Andrew Martinez,97.9,51,60,74,Volunteer,107786.0,No,3.8,Placed,61.666666666666664,safe,Average
Steven Martinez,72.2,74,70,75,Music,51348.0,Yes,5.3,Placed,73.0,safe,Good
Laura Smith,76.1,44,90,91,Music,51249.0,Yes,5.0,Placed,75.0,safe,Good
Matthew Wilson,66.7,44,64,75,NCC,36938.0,No,3.8,Placed,61.0,safe,Average
